ID|Code|IDPlayer|DayBirth|MonthBirth|YearBirth|Height|Weight|RightHanded|TurnedPro
126|B884|Top-Players/Carlos-Berlocq|3|2|1983|183|81|1|2001
127|PE19|Pi/F/Francesco-Picco|1|1|1991|-1|-1|-1|-1
128|BA98|Top-Players/Simone-Bolelli|8|10|1985|183|79|1|2003
129|V717|Va/A/Alexey-Vatutin|27|10|1992|-1|-1|-1|-1
130|M824|Top-Players/Albert-Montanes|26|11|1980|175|70|1|1999
131|D981|De/A/Arthur-De-Greef|27|3|1992|-1|-1|-1|-1
132|DA67|Do/M/Matteo-Donati|28|2|1995|188|73|1|-1
133|D868|Di/C/Christopher-Diaz-Figueroa|14|3|1990|-1|-1|-1|-1
134|F324|Top-Players/Roger-Federer|8|8|1981|185|85|1|1998
135|MF09|Me/N/Nikola-Mektic|24|12|1988|-1|-1|-1|-1
136|CG32|Ca/J/Julien-Cagnina|4|6|1994|-1|-1|1|-1
137|N437|Na/G/Gianluca-Naso|6|1|1987|-1|-1|1|-1
138|V564|Ve/A/Antonio-Veic|18|2|1988|180|74|1|2006
139|HB13|Ho/C/Chih-Jen-Ho|18|3|1994|-1|-1|-1|-1
140|R368|Ru/M/Michael-Russell|1|5|1978|173|70|1|1998
141|PC37|Pe/G/Goncalo-Pereira|6|9|1984|-1|-1|-1|-1
142|G753|Gu/D/David-Guez|8|12|1982|185|75|1|-1
143|G905|Ga/P/Peng-Gao|2|8|1987|-1|-1|-1|-1
144|SF11|Sh/M/Michael-Shabaz|20|8|1987|-1|83|1|-1
145|SI06|Sa/A/Antonio-Sancic|23|11|1988|-1|-1|-1|-1
146|GC64|Ga/A/Anton-Galkin|24|12|1991|-1|-1|-1|-1
147|L812|Lo/T/Tiago-Lopes|27|11|1986|-1|-1|-1|-1
148|SG54|Sp/J/Juan-Carlos-Spir|1|5|1990|-1|-1|-1|-1
149|SR78|Sa/T/Takashi-Saito|23|2|1995|-1|-1|1|-1
150|SG56|Si/D/Daniel-Dutra-Da-Silva|5|7|1988|175|72|0|2007
151|SO93|Sa/R/Rizo-Saidkhodjaev|6|9|1996|-1|-1|-1|-1
152|MJ56|Mu/R/Richard-Muzaev|21|3|1992|-1|-1|-1|-1
153|D469|De/N/Nicolas-Devilder|25|3|1980|173|65|0|2000
154|BD20|Top-Players/Thomaz-Bellucci|30|12|1987|188|82|0|2005
155|G822|Gh/R/Riccardo-Ghedin|5|12|1985|188|73|1|-1
156|I236|Ig/U/Uladzimir-Ignatik|14|7|1990|183|82|1|2007
157|G820|Ga/X/Xin-Gao|12|5|1994|-1|-1|-1|-1
158|I230|It/T/Tatsuma-Ito|18|5|1988|180|75|1|2006
159|CC57|Cr/K/Keith-Patrick-Crowley|15|12|1988|-1|-1|-1|-1
160|N503|Ne/A/Aleksandr-Nedovyesov|15|2|1987|193|81|1|2005
161|BK24|Ba/G/Gregoire-Barrere|16|2|1994|183|-1|1|-1
162|F401|Top-Players/David-Ferrer|2|4|1982|175|73|1|2000
163|DA13|Di/D/Dragos-Dima|16|6|1992|-1|-1|1|-1
164|N555|Ng/D/Daniel-Nguyen|16|10|1990|-1|-1|-1|-1
165|D916|Di/S/Steven-Diez|17|3|1991|-1|-1|-1|-1
166|MF93|Mo/J/Joaquin-Jesus-Monteferrario|13|4|1985|-1|-1|-1|-1
167|MF90|Me/K/Kristijan-Mesaros|2|7|1988|188|89|-1|-1
168|D915|Di/E/Eduardo-Dischinger|18|5|1992|-1|-1|1|-1
169|R822|Ro/L/Laurent-Rochette|5|2|1988|183|79|1|2006
170|R823|Ra/P/Purav-Raja|7|12|1985|183|90|1|-1
171|V502|Vi/R/Ranjeet-Virali-Murugesan|30|9|1985|-1|-1|-1|-1
172|E690|Eb/M/Matthew-Ebden|26|11|1987|188|78|1|-1
173|D487|Top-Players/Lukas-Dlouhy|9|4|1983|185|88|1|2001
174|W715|Wa/H/Hannes-Wagner|25|10|1995|-1|-1|1|-1
175|HA03|Hu/L/Liang-Chi-Huang|8|3|1992|-1|-1|-1|-1
176|E698|El/G/Gastao-Elias|24|11|1990|180|76|1|-1
177|W367|Top-Players/Stan-Wawrinka|28|3|1985|183|81|1|2002
178|TC10|Ts/P/Pavel-Tsoy-TC10|19|9|1995|-1|-1|1|-1
179|A305|Ad/J/Jacob-Adaktusson|31|8|1980|-1|-1|1|0
180|N480|Ne/J/Jeevan-Nedunchezhiyan|20|10|1988|173|-1|0|-1
181|V505|Va/V/Vishnu-Vardhan|27|7|1987|188|84|1|2008
182|F775|Fa/P/Patrik-Fabian|20|3|1994|-1|-1|-1|-1
183|F811|Fr/B/Bjorn-Fratangelo|19|7|1993|-1|-1|1|-1
184|BD59|Ba/C/Carsten-Ball|20|6|1987|198|91|0|2005
185|SS14|Si/R/Rui-Pedro-Silva|5|5|1992|-1|-1|-1|-1
186|D763|Da/M/Marcus-Daniell|9|11|1989|190|76|1|2008
187|SC56|Se/D/Dudi-Sela|4|4|1985|175|65|1|2002
188|E766|Er/E/Edoardo-Eremin|5|10|1993|-1|-1|1|-1
189|BI21|Bo/B/Bar-Tzuf-Botzer|2|3|1994|-1|-1|1|-1
190|N607|Ni/M/Miliaan-Niesten|27|6|1988|183|65|0|-1
191|O264|Ou/J/Josselin-Ouanna|14|4|1986|193|91|1|2004
192|SF89|St/J/Jose-Rubin-Statham|25|4|1987|183|72|1|-1
193|V698|Va/D/Duilio-Vallebuona|6|7|1992|-1|-1|-1|-1
194|MG63|Mi/D/Dragos-Cristian-Mirtea|10|9|1989|-1|-1|-1|-1
195|E629|Eb/C/Colin-Ebelthite|27|11|1984|-1|-1|1|-1
196|F627|Fa/P/Pietro-Fanucci|21|7|1988|-1|-1|-1|-1
197|Z368|Zh/S/Su-Hao-Zhong|19|3|1997|-1|-1|1|-1
198|O269|Ou/G/Greg-Ouellette|19|5|1986|178|72|0|2008
199|CD94|Ch/J/Jarryd-Chaplin|13|4|1992|-1|-1|-1|-1
200|L503|Lo/P/Paolo-Lorenzi|15|12|1981|183|77|1|2003
201|H804|Top-Players/Andreas-Haider-Maurer|22|3|1987|190|89|1|2005
202|CA82|Ch/Y/Yu-Chang|14|8|1988|-1|-1|-1|-1
203|SW51|St/P/Pavel-Staubert|11|1|1996|-1|-1|-1|-1
204|L733|Li/Z/Zhe-Li|20|9|1986|185|81|1|2004
205|SJ05|St/C/Constantin-Sturdza|24|8|1989|-1|-1|-1|-1
206|BA53|Ba/J/Jamie-Baker|5|8|1986|183|81|1|-1
207|H808|He/H/Harri-Heliovaara|4|6|1989|188|82|1|-1
208|H809|Hu/A/Adam-Hubble|25|3|1986|-1|-1|-1|-1
209|MH30|Mi/J/John-Millman|14|6|1989|183|-1|1|2006
210|C834|Top-Players/Juan-Sebastian-Cabal|25|4|1986|185|82|1|-1
211|RC31|Ru/E/Eduardo-Russi-Assumpcao|9|2|1995|-1|-1|1|-1
212|N653|Na/J/Jung-Woong-Na|31|10|1992|-1|-1|-1|-1
213|N652|Na/J/Ji-Sung-Nam|15|8|1993|-1|-1|-1|-1
214|SP02|Sa/B/Batyr-Sapaev|24|7|1991|-1|-1|-1|-1
215|K719|Kr/G/Gero-Kretschmer|6|5|1985|188|78|1|-1
216|K448|Ke/R/Robert-Kendrick|15|11|1979|190|86|1|2000
217|T999|Te/M/Maxime-Teixeira|18|1|1989|188|75|1|2010
218|KB54|Ku/A/Andrey-Kuznetsov|22|2|1991|185|71|1|2008
219|CF60|Ci/P/Pawel-Cias|22|2|1994|-1|-1|1|-1
220|KB56|Ko/M/Micke-Kontinen|18|12|1992|-1|-1|-1|-1
221|GB64|Gh/L/Lucian-Gheorghe|27|8|1992|-1|-1|-1|-1
222|H933|He/K/Kaden-Hensel|5|6|1986|-1|-1|-1|-1
223|GB61|Ga/V/Viktor-Galovic|19|9|1990|-1|-1|-1|-1
224|CG40|Ci/P/Patrick-Ciorcila|20|9|1996|180|70|1|-1
225|D716|Da/J/Jeff-Dadamo|17|7|1989|-1|-1|-1|-1
226|KH89|Kn/D/Daniel-Knoflicek|5|1|1995|-1|-1|-1|-1
227|RE44|Ru/A/Andrey-Rublev|20|10|1997|-1|-1|-1|-1
228|SD32|Top-Players/Gilles-Simon|27|12|1984|183|70|1|2002
229|U134|Uc/Y/Yasutaka-Uchiyama|5|8|1992|-1|-1|1|-1
230|U133|Ur/M/Mike-Urbanija|26|12|1989|-1|-1|1|-1
231|BI53|Ba/V/Victor-Baluda|30|9|1992|-1|-1|-1|-1
232|SO02|So/W/Warit-Sornbutnark|27|2|1993|-1|-1|-1|-1
233|GC27|Go/C/Cristian-Gonzalez-Mendez|6|5|1992|-1|-1|-1|-1
234|Q948|Qu/G/Gianluigi-Quinzi|1|2|1996|-1|-1|-1|-1
235|H836|Ho/T/Tyler-T-Hochwalt|5|2|1989|-1|-1|-1|-1
236|BE54|Be/R/Ruben-Bemelmans|14|1|1988|-1|-1|0|-1
237|K966|Top-Players/Martin-Klizan|11|7|1989|188|75|0|2007
238|K964|Kl/B/Brydan-Klein|31|12|1989|188|82|1|2008
239|Q941|Qu/R/Roberto-Quiroz|23|2|1992|-1|-1|-1|-1
240|CA12|Top-Players/Jeremy-Chardy|12|2|1987|188|75|1|2005
241|Q945|Qu/E/Eric-Quigley|30|1|1989|-1|-1|-1|-1
242|MI08|Ma/J/Javier-Marti|11|1|1992|-1|-1|1|-1
243|SM51|Sp/D/Dominik-Sproch|23|7|1993|-1|-1|-1|-1
244|MI01|Mo/H/Hiroki-Moriya|16|10|1990|165|65|1|-1
245|RD96|Ra/A/Aljaz-Radinski|8|6|1995|-1|-1|1|-1
246|V820|Va/M/Mikhail-Vaks|18|7|1993|-1|-1|1|-1
247|J263|Ju/W/Woong-Sun-Jun|14|6|1986|190|90|1|2005
248|A487|Am/P/Prakash-Amritraj|2|10|1983|188|75|1|2003
249|J267|Ja/M/Malek-Jaziri|20|1|1984|185|80|1|-1
250|DB49|Do/A/Andre-Dome|13|8|1990|-1|-1|-1|-1
251|DB44|Dj/D/Djordje-Djokovic|17|7|1995|-1|-1|-1|-1
252|CE98|Ch/F/Fedor-Chervyakov|13|1|1993|-1|-1|-1|-1
253|A943|An/V/Vasile-Antonescu|24|3|1990|-1|-1|-1|0
254|LA94|Li/C/Christian-Lindell|20|11|1991|193|87|1|-1
255|KF71|Ka/J/Aljaz-Jakob-Kaplja|13|6|1997|-1|-1|-1|-1
256|SB28|Sa/C/Carlos-Salamanca|15|1|1983|196|83|0|2001
257|F786|Fa/S/Sanjar-Fayziev|29|7|1994|-1|-1|-1|-1
258|TA30|Te/T/Tomislav-Ternar|16|9|1990|-1|-1|-1|-1
259|F663|Fr/S/Stephan-Fransen|8|8|1988|-1|-1|-1|-1
260|Z378|Zh/W/Wei-Qiang-Zheng|22|6|1996|-1|-1|-1|-1
261|AB40|Al/A/Albert-Alcaraz-Ivorra|15|5|1995|-1|-1|1|-1
262|Z272|Zh/Z/Ze-Zhang|4|7|1990|188|83|1|2005
263|RC96|Ru/N/Noah-Rubin|21|2|1996|175|66|1|-1
264|MD85|Ma/L/Lukas-Marsoun|7|2|1986|-1|-1|1|-1
265|G983|Gi/A/Alessandro-Giannessi|30|5|1990|185|82|0|-1
266|KA00|Kr/A/Austin-Krajicek|16|6|1990|188|79|0|2012
267|G985|Go/C/Carlos-Gomez-Herrera|30|4|1990|-1|-1|-1|-1
268|RB60|Ro/O/Oriol-Roca-Batalla|30|4|1993|-1|-1|-1|-1
269|RC04|Ri/A/Alexander-Ritschard|24|3|1994|-1|-1|1|-1
270|AF32|Ah/A/Amine-Ahouda|-1|-1|-1|-1|-1|-1|-1
271|L918|Li/Y/Yong-Kyu-Lim|18|6|1991|-1|-1|-1|-1
272|DA42|Du/D/Durukan-Durmus|11|1|1994|-1|-1|-1|-1
273|AC84|Al/C/Collin-Altamirano|7|12|1995|188|84|1|-1
274|GA71|Gr/L/Laurynas-Grigelis|14|8|1991|183|73|1|-1
275|BA77|Br/A/Arnau-Brugues-Davi|5|3|1985|183|82|0|2009
276|AC76|An/J/Jay-Andrijic|3|10|1995|-1|-1|1|-1
277|H756|Top-Players/Robin-Haase|6|4|1987|190|77|1|2005
278|GA79|Gi/L/Lorenzo-Giustino|10|9|1991|-1|-1|-1|-1
279|J401|Ja/L/Lukas-Jastraunig|3|8|1989|-1|-1|-1|-1
280|SK06|So/D/David-Souto|26|3|1992|-1|-1|0|-1
281|J194|Jo/J/Joachim-Johansson|1|7|1982|198|90|1|2000
282|SN16|Sc/A/Alexandre-Schnitman|27|3|1992|-1|-1|-1|-1
283|PG69|Pa/J/Juan-Pablo-Paz|4|1|1995|170|-1|1|-1
284|E857|El/E/Evgeny-Elistratov|28|12|1994|-1|-1|-1|-1
285|P436|Ph/B/Bjorn-Phau|4|10|1979|175|70|1|1999
286|N679|Na/S/Stefano-Napolitano|11|4|1995|-1|-1|-1|-1
287|Y061|Top-Players/Mikhail-Youzhny|25|6|1982|183|73|1|1999
288|R931|Ro/P/Patrik-Rosenholm|5|3|1988|178|80|1|-1
289|PB13|Pa/G/Grzegorz-Panfil|1|1|1988|183|76|0|2004
290|PC09|Pe/J/Jose-Pereira|26|1|1991|-1|-1|-1|-1
291|SQ24|Si/D/David-Simunek|9|7|1993|-1|-1|-1|-1
292|V763|Ve/F/Filip-Veger|21|12|1994|-1|-1|-1|-1
293|M850|Top-Players/Paul-Henri-Mathieu|12|1|1982|185|74|1|1999
294|MI43|Me/G/Gerald-Melzer|13|7|1990|188|85|0|-1
295|U081|Uz/V/Vaja-Uzakov|4|6|1988|-1|-1|-1|-1
296|R628|Re/L/Laurent-Recouderc|10|7|1984|-1|-1|1|-1
297|AA25|Ak/O/Odil-Akramov|7|10|1994|-1|-1|-1|-1
298|TA46|Top-Players/Bernard-Tomic|21|10|1992|196|91|1|2008
299|PF00|Pa/M/Mate-Pavic|4|7|1993|188|78|0|-1
300|CB14|Co/D/Daniel-Cox|28|9|1990|170|72|1|2011
301|D985|Do/J/Joao-Domingues|5|10|1993|175|69|1|2013
302|F974|Fa/T/Tom-Fawcett|-1|-1|-1|-1|-1|-1|-1
303|CD85|Ca/P/Pablo-Carreno-Busta|12|7|1991|188|74|1|2009
304|LC88|Li/W/Winston-Lin|25|4|1993|-1|-1|-1|-1
305|TA29|Tr/M/Marco-Trungelliti|31|1|1990|178|78|1|2008
306|SC47|So/G/Go-Soeda|5|9|1984|178|73|1|2003
307|AC23|Al/J/Jabor-Mohammed-Ali-Mutawa|27|5|1994|-1|-1|-1|-1
308|PI83|Po/J/Joel-Popov|31|7|1996|-1|-1|-1|-1
309|N552|Top-Players/Kei-Nishikori|29|12|1989|178|68|1|2007
310|MB53|Me/A/Adrian-Menendez-Maceiras|28|10|1985|185|78|1|2005
311|TC19|Te/M/Marcelo-Tebet-Filho|23|2|1996|-1|-1|-1|-1
312|PG86|Po/D/Darren-K-Polkinghorne|26|2|1993|-1|-1|-1|-1
313|BI23|Br/L/Liam-Broady|4|1|1994|-1|-1|-1|-1
314|BE93|Bu/C/Chase-Buchanan|4|6|1991|-1|-1|1|-1
315|BA57|Bo/I/Ilija-Bozoljac|2|8|1985|193|86|1|2002
316|MN13|Ma/M/Maximilian-Marterer|15|6|1995|-1|-1|-1|-1
317|J347|Ja/Y/Yannick-Jankovits|6|1|1987|-1|-1|-1|-1
318|BD00|Bo/R/Roman-Borvanov|31|3|1982|183|80|1|2004
319|C856|Cr/V/Victor-Crivoi|25|5|1982|185|75|1|2003
320|G806|Go/A/Andrey-Golubev|22|7|1987|185|77|1|2005
321|BD52|Be/A/Ariel-Behar|12|11|1989|-1|-1|-1|-1
322|MN44|Mo/B/Bradley-Mousley|3|1|1996|-1|-1|-1|-1
323|RB17|Ru/A/Alexander-Rumyantsev|16|8|1992|-1|-1|-1|-1
324|J393|Je/J/Jarmere-Jenkins|25|11|1990|180|77|1|-1
325|ME05|Top-Players/Marinko-Matosevic|8|8|1985|193|86|1|2003
326|BB97|Be/A/Antoine-Benneteau|30|6|1986|-1|-1|-1|-1
327|SD46|Sh/D/Divij-Sharan|2|3|1986|183|78|0|-1
328|SK30|Se/C/Carlos-Eduardo-Severino|5|12|1990|-1|-1|-1|-1
329|MC10|Top-Players/Andy-Murray|15|5|1987|190|84|1|2005
330|KB95|Ku/J/Jason-Kubler|19|5|1993|-1|-1|1|-1
331|ME29|Mo/S/Steven-Moneke|27|5|1986|-1|-1|-1|-1
332|PF03|Po/V/Vladimir-Polyakov|18|6|1994|-1|-1|-1|-1
333|DE18|Du/A/Artur-Dubinski|27|3|1996|-1|-1|-1|-1
334|BA65|Top-Players/Dustin-Brown|8|12|1984|196|78|1|2002
335|K650|Ki/L/Leonardo-Kirche|4|1|1985|188|87|1|2003
336|F444|Top-Players/Alejandro-Falla|14|11|1983|185|77|0|2000
337|G621|Gu/C/Chris-Guccione|30|7|1985|201|92|0|2003
338|G511|Gr/S/Simon-Greul|13|4|1981|185|80|1|2000
339|A941|Ar/F/Facundo-Arguello|4|8|1992|178|77|1|-1
340|G628|Top-Players/Richard-Gasquet|18|6|1986|185|75|1|2002
341|R847|Ra/Y/Younes-Rachidi|13|9|1986|-1|-1|-1|-1
342|CE25|Ca/S/Salvatore-Caruso|15|12|1992|-1|-1|-1|-1
343|A829|Al/R/Radu-Albot|11|11|1989|175|70|1|-1
344|M815|Ma/T/Toshihide-Matsui|19|4|1978|180|77|1|2001
345|MF35|Ma/A/Andrej-Martin|20|9|1989|180|72|1|-1
346|RB56|Ra/R/Ramkumar-Ramanathan|8|11|1994|188|77|1|-1
347|CB87|Ca/R/Rafael-Camilo|13|3|1990|-1|-1|-1|-1
348|PE00|Pa/N/Nathan-Pasha|15|7|1992|190|86|1|-1
349|G569|Gi/R/Robby-Ginepri|7|10|1982|183|79|1|2001
350|V620|Ve/A/Agustin-Velotti|24|5|1992|-1|-1|1|-1
351|B757|Top-Players/Rohan-Bopanna|4|3|1980|190|87|1|2003
352|MF36|Me/M/Miloslav-Mecir|20|1|1988|190|86|1|-1
353|B752|Bo/S/Stephane-Bohli|25|7|1983|185|82|1|2002
354|W614|Wa/C/Chuhan-Wang|24|2|1992|190|75|1|-1
355|R548|Top-Players/Rajeev-Ram|18|3|1984|193|82|1|2004
356|Y193|Yu/E/Efe-Yurtacan|1|1|1995|-1|-1|-1|-1
357|R383|Top-Players/Ruben-Ramirez-Hidalgo|6|1|1978|183|74|1|1998
358|SG64|So/J/Joao-Souza|27|5|1988|193|88|1|2006
359|SI82|Sa/M/Manuel-Sanchez|5|1|1991|183|78|1|-1
360|SG66|Si/P/Peerakiat-Siriluethaiwattana|16|8|1989|-1|-1|-1|-1
361|Q017|Qu/M/Michael-Quintero|11|7|1980|-1|-1|1|-1
362|T310|To/G/Goran-Tosic|7|10|1982|-1|-1|1|-1
363|E661|Es/G/Gonzalo-Escobar|20|1|1989|-1|-1|0|-1
364|ML48|Ma/A/Antonio-Massara|16|9|1995|-1|-1|-1|-1
365|MK66|Mc/M/Mackenzie-Mcdonald|16|4|1995|178|66|1|-1
366|T315|Top-Players/Dmitry-Tursunov|12|12|1982|185|82|1|2000
367|D646|Top-Players/Ivan-Dodig|2|1|1985|183|83|1|2004
368|G858|Top-Players/Ernests-Gulbis|30|8|1988|190|85|1|2004
369|SF41|Se/A/Aldin-Setkic|21|12|1987|193|84|1|-1
370|G710|Top-Players/Marcel-Granollers|12|4|1986|190|77|1|2003
371|L784|La/D/Dennis-Lajola|12|2|1989|-1|-1|-1|-1
372|G714|Ga/D/Daniel-Garza|8|4|1985|-1|-1|1|-1
373|MA30|Top-Players/Gilles-Muller|9|5|1983|193|92|0|2001
374|PC76|Pr/B/Bjorn-Propst|5|6|1987|-1|-1|-1|-1
375|PC73|Pe/H/Hsien-Yin-Peng|22|12|1989|-1|-1|-1|-1
376|V758|Ve/D/David-Vega-Hernandez|23|6|1994|-1|-1|1|-1
377|K839|Ka/T/Tobias-Kamke|21|5|1986|178|74|1|2004
378|SL81|Sh/M/Masato-Shiga|8|8|1991|-1|-1|-1|-1
379|KC56|Ka/A/Aslan-Karatsev|4|9|1993|-1|-1|-1|-1
380|H924|He/P/Patricio-Heras|21|1|1989|-1|-1|-1|-1
381|SL85|Sa/J/Juan-Carlos-Saez|5|8|1991|-1|-1|-1|-1
382|C977|Top-Players/Marin-Cilic|28|9|1988|198|82|1|2005
383|SL89|Sb/M/Matias-Sborowitz|9|7|1993|-1|-1|-1|-1
384|BI81|Bo/A/Alex-Bolt|5|1|1993|-1|-1|0|-1
385|BI85|Bo/M/Michael-Bois|19|11|1993|-1|-1|-1|-1
386|H928|Hi/D/Diego-Hidalgo|18|4|1993|-1|-1|-1|-1
387|V313|Vo/C/Christian-Florentin-Voinea|12|11|1980|-1|-1|-1|-1
388|GC88|Gi/M/Marcos-Giron|24|7|1993|180|75|1|2014
389|GC89|Ge/E/Egor-Gerasimov|11|11|1992|183|84|1|-1
390|TB69|Top-Players/Dominic-Thiem|3|9|1993|185|82|1|2011
391|K403|Ku/I/Igor-Kunitsyn|30|9|1981|180|75|1|1999
392|O411|Ol/A/Albano-Olivetti|24|11|1991|203|104|1|2010
393|G717|Gi/F/Frederico-Gil|24|3|1985|178|70|1|2003
394|GC87|Go/L/Lucas-Gomez|11|8|1995|-1|-1|-1|-1
395|KE17|Ky/N/Nick-Kyrgios|27|4|1995|193|85|1|2013
396|H571|Ha/J/Jan-Hajek|7|8|1983|180|80|1|2000
397|KE15|Ko/N/Tim-Kopinski|2|6|1993|-1|-1|-1|-1
398|BI17|Bu/P/Phassawit-Burapharitta|24|12|1992|-1|-1|-1|-1
399|Z178|Zi/D/Denis-Zivkovic|30|9|1987|190|86|1|-1
400|KI27|Ko/D/David-Konstantinov|-1|-1|-1|-1|-1|-1|-1
401|H472|He/O/Oscar-Hernandez|10|4|1978|180|70|1|1998
402|PF50|Pa/T/Tomas-Papik|13|4|1994|-1|-1|-1|-1
403|Z189|Ze/G/Grega-Zemlja|29|9|1986|183|81|1|2004
404|GC49|Ga/P/Piotr-Gadomski|21|1|1991|-1|-1|-1|-1
405|E248|Er/B/Baris-Erguden|1|1|1986|-1|-1|-1|-1
406|Y180|Ya/B/Barkin-Yalcinkale|25|6|1991|-1|-1|-1|-1
407|C882|Top-Players/Pablo-Cuevas|1|1|1986|180|80|1|2004
408|D750|De/K/Kenny-De-Schepper|29|5|1987|203|102|0|2010
409|E708|Es/M/Maximiliano-Estevez|18|5|1989|-1|-1|-1|-1
410|D752|De/N/Niels-Desein|9|6|1987|190|84|1|2007
411|DA81|Da/T/Taro-Daniel|27|1|1993|190|76|1|2010
412|L430|La/G/Giovanni-Lapentti|25|1|1983|193|91|1|2002
413|CH12|Ch/J/Jan-Choinski|10|6|1996|-1|-1|1|-1
414|BB10|Be/E/Enrico-Becuzzi|23|3|1973|-1|-1|1|-1
415|RA51|Ro/B/Blaz-Rola|5|10|1990|193|79|0|-1
416|RA52|Ra/F/Franjo-Raspudic|15|11|1990|-1|-1|-1|-1
417|BF23|Ba/F/Facundo-Bagnis|27|2|1990|183|82|0|2008
418|KC33|Ku/D/Dimitar-Kuzmanov|28|7|1993|-1|-1|-1|-1
419|CC98|Cu/M/Martin-Cuevas|14|1|1992|-1|-1|-1|-1
420|BK32|Be/T/Thibaud-Berland|21|6|1993|-1|-1|-1|-1
421|A764|Al/T/Tuna-Altuna|30|1|1989|-1|-1|-1|0
422|F510|Top-Players/Fabio-Fognini|24|5|1987|178|74|1|2004
423|K572|Kr/G/Gilles-Kremer|15|7|1981|-1|-1|1|-1
424|R685|Top-Players/Lukas-Rosol|24|7|1985|196|81|1|2004
425|MG18|Mo/B/Brendon-Moore|6|7|1985|-1|-1|-1|-1
426|GD61|Ge/D/Dante-Gennaro|14|5|1993|-1|-1|-1|-1
427|B747|Top-Players/Julien-Benneteau|20|12|1981|185|79|1|2000
428|BF27|Bo/A/Adrien-Bossel|28|12|1986|-1|-1|-1|-1
429|F747|Fo/C/Claudio-Fortuna|19|4|1990|-1|-1|-1|-1
430|MB27|Me/F/Florin-Mergea|26|1|1985|180|76|1|2003
431|GB53|Ga/F/Federico-Gaio|5|3|1992|-1|-1|-1|-1
432|MP98|Me/J/John-Mee|11|7|1995|-1|-1|-1|-1
433|DC22|Do/P/Pedro-Dominguez-Alonso|17|2|1996|-1|-1|1|-1
434|C582|Ch/M/Marco-Chiudinelli|10|9|1981|188|79|1|2000
435|B804|Be/K/Karol-Beck|3|4|1982|180|74|1|2001
436|R977|Re/M/Matt-Reid|17|7|1990|-1|-1|-1|-1
437|D864|Do/E/Evgeny-Donskoy|9|5|1990|185|74|1|-1
438|CF59|Ca/R/Roberto-Carballes-Baena|23|3|1993|180|76|1|-1
439|KB09|Ku/D/Denis-Kudla|17|8|1992|180|75|1|-1
440|KB07|Kh/H/Hicham-Khaddari|19|8|1991|-1|-1|-1|-1
441|KB05|Kr/F/Filip-Krajinovic|27|2|1992|185|75|1|2009
442|Z333|Zo/O/Osama-Zoghlami|5|12|1993|-1|-1|1|-1
443|SN72|St/M/Mac-Styslinger|6|9|1993|-1|-1|-1|-1
444|BJ40|Ba/S/Sam-Barnett|7|9|1989|-1|-1|-1|-1
445|KC29|Ki/N/Nicolas-Kicker|16|8|1992|-1|-1|-1|-1
446|CE77|Co/F/Federico-Coria|9|3|1992|-1|-1|1|-1
447|J553|Ja/O/Omar-Jasika|18|5|1997|-1|-1|-1|-1
448|KA46|Ki/Y/Yuya-Kibi|23|7|1986|-1|-1|-1|-1
449|K834|Ka/B/Blaz-Kavcic|5|3|1987|188|79|1|2005
450|SK48|Si/C/Caio-Silva|15|10|1991|-1|-1|-1|-1
451|GA36|Go/E/Emilio-Gomez|28|11|1991|-1|-1|1|-1
452|MH98|Ma/D/Dino-Marcan|12|2|1991|-1|-1|-1|-1
453|SD69|So/L/Louk-Sorensen|7|1|1985|175|78|1|2003
454|F522|Fa/A/Andrea-Falgheri|9|9|1985|-1|-1|-1|-1
455|R613|Top-Players/Edouard-Roger-Vasselin|28|11|1983|188|75|1|2002
456|R612|Ro/S/Stephane-Robert|17|5|1980|185|77|1|2001
457|MD56|Top-Players/Leonardo-Mayer|15|5|1987|188|83|1|2003
458|V708|Ve/J/Jiri-Vesely|10|7|1993|198|90|0|2009
459|DA96|Di/H/Hugo-Di-Feo|18|4|1995|-1|-1|-1|-1
460|PB05|Pe/E/Eduardo-Peralta-Tello|15|4|1989|-1|-1|-1|-1
461|KB80|Ku/N/Nuttanon-Kadchapanan|7|6|1993|-1|-1|1|-1
462|C723|Ci/F/Flavio-Cipolla|20|10|1983|173|74|1|2003
463|CD00|Ch/M/Maxime-Chazal|24|4|1993|-1|-1|-1|-1
464|Z246|Ze/M/Miljan-Zekic|12|7|1988|-1|-1|-1|-1
465|H999|Hi/G/Gabriel-Alejandro-Hidalgo|6|8|1990|-1|-1|-1|-1
466|DC58|Do/J/Jared-Donaldson|9|10|1996|188|70|1|2014
467|BA86|Be/A/Andreas-Beck|5|2|1986|190|90|0|2003
468|MN85|Me/T/Tristan-Meraut|-1|-1|-1|-1|-1|-1|-1
469|B896|Be/B/Benjamin-Becker|16|6|1981|178|72|1|2005
470|MB93|Ma/R/Rong-Ma|-1|-1|-1|-1|-1|-1|-1
471|MF78|Mi/M/Marek-Michalicka|23|12|1986|183|74|1|-1
472|N409|Top-Players/Rafael-Nadal|3|6|1986|185|85|0|2001
473|G681|Ga/T/Teymuraz-Gabashvili|23|5|1985|188|83|1|2001
474|L397|Top-Players/Feliciano-Lopez|20|9|1981|188|85|0|1997
475|MF70|Ma/L/Luis-David-Martinez|12|5|1989|-1|-1|-1|-1
476|MF71|Mo/D/Denys-Molchanov|16|5|1987|190|82|1|-1
477|S694|Top-Players/Radek-Stepanek|27|11|1978|185|76|1|1996
